Test Loss,Test Accuracy,Precision,Recall,F1-Score,Specificity,True Positives,True Negatives,False Positives,False Negatives
0.18666917085647583,0.9615734815597534,0.9224893282408447,0.9167224826970306,0.9195968645016798,0.9757144868365479,4106,13861,345,373
